m^2,lambda,nsteps,mag,abs mag
1,0,1000,-0.0544771,-0.0544771,
1,0,5000,0.0382717,0.0382717,
1,0,20000,0.0255695,0.0255695,
1,0,50000,0.0303792,0.0303792,
1,0,100000,0.0146964,0.0146964,
1,0,150000,0.00785834,0.00785834,
1,0,200000,0.0218393,0.0218393,
1,0,250000,0.0188663,0.0188663,
