avg_plaq
-0.0570562,
-0.0614733,
-0.0621017,
-0.0618167,
-0.0694973,
-0.0745174,
-0.0737338,
-0.0734322,
-0.068547,
-0.0695599,
-0.0694787,
-0.0678181,
-0.0678181,
-0.0687383,
-0.068773,
-0.068773,
-0.0638013,
-0.0612501,
-0.0612501,
-0.0612501,
-0.0588018,
-0.0550565,
-0.0564027,
-0.0591777,
-0.0582642,
-0.0582642,
-0.0581822,
-0.052283,
-0.052437,
-0.052437,
-0.0529133,
-0.0499555,
-0.0499555,
-0.0499555,
-0.0500061,
-0.0500061,
-0.0463781,
-0.0455121,
-0.0514742,
-0.0504877,
-0.0504877,
-0.057457,
-0.0600924,
-0.061733,
-0.0660005,
-0.0660534,
-0.0657003,
-0.0654352,
-0.067051,
-0.0667375,
-0.0664998,
-0.0673359,
-0.0673359,
-0.0750637,
-0.068377,
-0.0688802,
-0.064688,
-0.064688,
-0.0655226,
-0.0653985,
-0.070798,
-0.0666913,
-0.0608727,
-0.0608727,
-0.0588925,
-0.0500593,
-0.0459467,
-0.0438642,
-0.0495052,
-0.0524496,
-0.0500645,
-0.0500645,
-0.050336,
-0.050336,
-0.050336,
-0.0507604,
-0.0522858,
-0.0562403,
-0.0593192,
-0.056157,
-0.0560085,
-0.059605,
-0.058072,
-0.059423,
-0.0606415,
-0.0614878,
-0.0614878,
-0.0630028,
-0.0558109,
-0.056727,
-0.056727,
-0.0618052,
-0.0606738,
-0.0607679,
-0.0656772,
-0.0640557,
-0.0620499,
-0.0640816,
-0.0657647,
-0.070437,
-0.0702451,
-0.0654661,
-0.0631307,
-0.0587138,
-0.0591358,
-0.0592839,
-0.0616363,
-0.0547057,
-0.0546806,
-0.0546806,
-0.0604877,
-0.0635572,
-0.0642269,
-0.0549337,
-0.0486759,
-0.0451004,
-0.0482174,
-0.0482174,
-0.0446173,
-0.0446173,
-0.0446173,
-0.0441123,
-0.0464548,
-0.0477153,
-0.0504318,
-0.0551141,
-0.0551141,
-0.0570916,
-0.0556257,
-0.0563701,
-0.0574517,
-0.0609865,
-0.0639249,
-0.0572137,
-0.0558625,
-0.0483557,
-0.0483557,
-0.0443,
-0.0464553,
-0.0448793,
-0.0440307,
-0.0422854,
-0.0428914,
-0.0457578,
-0.0529363,
-0.0529363,
-0.0532096,
-0.0538549,
-0.0538549,
-0.052844,
-0.0564952,
-0.0551575,
-0.0557589,
-0.0605004,
-0.063639,
-0.0681765,
-0.0639477,
-0.0639477,
-0.0660893,
-0.0672905,
-0.0647375,
-0.0648018,
-0.0632544,
-0.0632544,
-0.0638411,
-0.0601148,
-0.0638554,
-0.0656772,
-0.063315,
-0.0595563,
-0.0555461,
-0.0587323,
-0.0625189,
-0.0594012,
-0.0594012,
-0.0594012,
-0.0578794,
-0.0635527,
-0.0635527,
-0.0614109,
-0.0542936,
-0.0542936,
-0.055444,
-0.0551578,
-0.0565631,
-0.055623,
-0.0585266,
-0.0541348,
-0.0579386,
-0.058417,
-0.0597581,
-0.0623533,
-0.065281,
-0.0587785,
-0.0653077,
-0.0651929,
-0.0628078,
-0.0628078,
-0.0628078,
-0.0603053,
-0.0575938,
-0.0551134,
-0.0595732,
-0.0527334,
-0.0534868,
-0.0534868,
-0.0534868,
-0.0490626,
-0.0476592,
-0.0474475,
-0.0467342,
-0.0483602,
-0.0444583,
-0.0436789,
-0.0436789,
-0.0499197,
-0.0454631,
-0.0454631,
-0.0455275,
-0.0438425,
-0.0438425,
-0.043056,
-0.041977,
-0.0395072,
-0.0374634,
-0.0374634,
-0.0374634,
-0.0328753,
-0.0338462,
-0.0361125,
-0.0387255,
-0.0345969,
-0.0425054,
-0.0395497,
-0.0436676,
-0.0429031,
-0.0429031,
-0.0429031,
-0.0452044,
-0.0455104,
-0.0460745,
-0.0447345,
-0.0465956,
-0.0489657,
-0.0423214,
-0.045061,
-0.0448566,
-0.0428437,
-0.041714,
-0.0515695,
-0.0507351,
-0.0493788,
-0.0519478,
-0.0508724,
-0.0491414,
-0.0494015,
-0.050602,
-0.050602,
-0.0480598,
-0.0449033,
-0.0425785,
-0.0469864,
-0.0442202,
-0.0502261,
-0.0473173,
-0.0439396,
-0.035741,
-0.0390938,
-0.0390938,
-0.0403791,
-0.0340543,
-0.0290538,
-0.0290538,
-0.0280766,
-0.0274105,
-0.0243085,
-0.025995,
-0.0240562,
-0.0202346,
-0.0189959,
-0.0211764,
-0.021742,
-0.0199046,
-0.0233259,
-0.0189461,
-0.0185695,
-0.0185695,
-0.0185695,
-0.0158612,
-0.0174685,
-0.0172898,
-0.0183965,
-0.0183965,
-0.0183965,
-0.0231384,
-0.0221311,
-0.0227139,
-0.0205218,
-0.0205218,
-0.0242331,
-0.0229661,
-0.0200963,
-0.0196024,
-0.0227839,
-0.0175605,
-0.0131057,
-0.0102857,
-0.00600467,
-0.000380461,
-0.00148211,
0.00442454,
0.00802203,
0.00562355,
0.00942753,
0.0088626,
0.0116867,
0.0107834,
0.0119491,
0.0123066,
0.01255,
0.0175923,
0.0109416,
0.00858216,
0.00858216,
0.0115562,
0.0120084,
0.00841347,
0.00609943,
0.00692474,
0.0123384,
0.0116462,
0.0116462,
0.0133505,
0.0116825,
0.0116607,
0.00797576,
0.00797576,
0.00738587,
0.00301076,
0.00536706,
0.00594883,
0.00594883,
0.000398132,
0.000398132,
0.00187026,
-0.00561457,
-0.00528453,
-0.00919037,
-0.00722361,
-0.00678657,
-0.0106671,
-0.0148012,
-0.0126304,
-0.00446086,
-0.0025081,
-0.00434025,
0.00182785,
0.00182785,
-0.000642783,
-0.000290086,
0.00518014,
0.00518014,
0.00943205,
0.00671508,
0.0082709,
0.0082709,
0.00941965,
0.00885601,
0.00904784,
0.0178247,
0.0129495,
0.0145704,
0.0181499,
0.015666,
0.0179512,
0.0132092,
0.0132092,
0.0111498,
0.00872789,
0.0102556,
0.00877945,
0.00877945,
0.0121382,
0.00615611,
0.00750355,
0.0145835,
0.0145835,
0.0136478,
0.0148519,
0.0155739,
0.0128811,
0.0138034,
0.0138034,
0.0177309,
0.0161339,
0.0167635,
0.0132328,
0.011262,
0.011262,
0.0140665,
0.0156197,
0.0142652,
0.012257,
0.0119694,
0.0131292,
0.0164391,
0.0164391,
0.0164391,
0.0185307,
0.0183943,
0.0278123,
0.028078,
0.028078,
0.0320809,
0.0320809,
0.0285575,
0.0303252,
0.0289801,
0.0298003,
0.0300042,
0.0317371,
0.0276819,
0.0311282,
0.0282435,
0.028036,
0.031316,
0.0344719,
0.0344719,
0.0318901,
0.0318901,
0.0323633,
0.0295658,
0.026855,
0.026855,
0.030516,
0.027835,
0.0261301,
0.0260657,
0.0260657,
0.0290324,
0.0327615,
0.0279543,
0.0261538,
0.0256827,
0.0256827,
0.0291975,
0.0296968,
0.0296968,
0.0310847,
0.0294133,
0.0295479,
0.0306786,
0.0275696,
0.0346673,
0.0346673,
0.0343046,
0.0361973,
0.0321931,
0.0299576,
0.0302098,
0.0337664,
0.0337006,
0.0360064,
0.0381262,
0.0381262,
0.035703,
0.0294068,
0.0265947,
0.0234991,
0.0229939,
0.0229939,
0.0203818,
0.018148,
0.0152933,
0.0140016,
0.0155695,
0.0150237,
0.014466,
0.0117828,
0.016114,
0.0197312,
0.0197312,
0.0197094,
0.0197094,
0.0197094,
0.0230791,
0.0227119,
0.0239108,
0.0180078,
0.0215451,
0.0174235,
0.018961,
0.0204176,
0.0204176,
0.0239172,
0.024436,
0.024436,
0.0216255,
0.0216255,
0.0198742,
0.0202846,
0.0209025,
0.0227776,
0.0196949,
0.0196949,
0.0207746,
0.0207746,
0.0174201,
0.018996,
0.0163167,
0.0155176,
0.0153817,
0.0163098,
0.0163098,
0.0253229,
0.0213507,
0.0206449,
0.0195958,
0.0195958,
0.024069,
0.0231675,
0.0210925,
0.0210925,
0.0180616,
0.0154566,
0.0150116,
0.0150116,
0.0231495,
0.0191462,
0.020019,
0.0151179,
0.0163201,
0.0162945,
0.0165732,
0.0199258,
0.0220221,
0.028329,
0.0308775,
0.0268496,
0.0231202,
0.0193596,
0.0193596,
0.0193596,
0.0214401,
0.0182297,
0.0155247,
0.011841,
0.00604785,
0.00604785,
0.00989359,
0.0092855,
0.0111725,
0.0116007,
0.013023,
0.0179157,
0.0151895,
0.013675,
0.0232329,
0.0217274,
0.0172501,
0.015118,
0.015118,
0.0167764,
0.0218271,
0.0218271,
0.0239707,
0.0243726,
0.0293009,
0.0318909,
0.0381314,
0.0386917,
0.0386917,
0.034,
0.0352384,
0.0352384,
0.0321615,
0.0321615,
0.0302508,
0.0348866,
0.030947,
0.0308444,
0.0347217,
0.0357213,
0.0357213,
0.040397,
0.0461037,
0.043147,
0.0406267,
0.0392613,
0.0392613,
0.0377197,
0.0374344,
0.0322001,
0.0324721,
0.0324721,
0.0390104,
0.0307978,
0.0307978,
0.0307978,
0.0363453,
0.0340271,
0.0340271,
0.0329785,
0.0381628,
0.0378733,
0.0378733,
0.0369686,
0.0393585,
0.0424272,
0.0440197,
0.0351511,
0.0399376,
0.0417611,
0.0435721,
0.0430547,
0.0505126,
0.0518082,
0.0523348,
0.052772,
0.0486878,
0.0486878,
0.04958,
0.0449116,
0.0473253,
0.0454396,
0.0448887,
0.0468069,
0.0468069,
0.0499476,
0.0535086,
0.0535086,
0.0588007,
0.0588397,
0.0542034,
0.0535321,
0.0526009,
0.0526009,
0.0500639,
0.0507751,
0.0532259,
0.0523414,
0.0530462,
0.0522283,
0.0457008,
0.0439363,
0.0427379,
0.0408425,
0.0379866,
0.0378025,
0.0337477,
0.0300556,
0.0263,
0.0298158,
0.0353967,
0.0465308,
0.0448833,
0.0448833,
0.0448833,
0.0441212,
0.0378329,
0.0385108,
0.0385108,
0.0401502,
0.0401502,
0.0374331,
0.0374331,
0.0374331,
0.0310945,
0.0373681,
0.0327895,
0.0364275,
0.0387279,
0.0373297,
0.0417616,
0.0395964,
0.0395964,
0.0381816,
0.03631,
0.0382473,
0.0382473,
0.0398297,
0.0400914,
0.0368478,
0.0368478,
0.0424035,
0.0380001,
0.0352808,
0.0318059,
0.0321585,
0.0301297,
0.0209328,
0.0247715,
0.0235379,
0.0235379,
0.0246182,
0.0246016,
0.0252171,
0.0252171,
0.0252171,
0.0210281,
0.0210281,
0.0205548,
0.0205548,
0.0223257,
0.0185099,
0.0199155,
0.0213706,
0.0213706,
0.021551,
0.0184342,
0.0196081,
0.0196081,
0.0174874,
0.0196051,
0.0274636,
0.0280297,
0.0271268,
0.0271268,
0.0287725,
0.0287725,
0.023848,
0.0275946,
0.0294147,
0.0274516,
0.0274516,
0.0274516,
0.0233632,
0.0207582,
0.0207582,
0.0251816,
0.022388,
0.022388,
0.0184448,
0.0184448,
0.0141343,
0.0100206,
0.0150631,
0.0179489,
0.0196316,
0.0218232,
0.0244714,
0.0256987,
0.0206445,
0.0187289,
0.0187289,
0.0237454,
0.0226987,
0.0226987,
0.0226987,
0.0255045,
0.0220865,
0.0220865,
0.0163903,
0.0158702,
0.0154257,
0.019592,
0.0199121,
0.0199121,
0.0213249,
0.017624,
0.0183953,
0.0186213,
0.0186213,
0.0165187,
0.0145017,
0.0231056,
0.0189653,
0.0222652,
0.024724,
0.0230861,
0.0202486,
0.0210217,
0.0222172,
0.0212214,
0.0207103,
0.0207103,
0.0207103,
0.018841,
0.0180764,
0.0178238,
0.0190807,
0.0156287,
0.0148671,
0.0103268,
0.0103268,
0.0103268,
0.0149014,
0.0142685,
0.0142685,
0.0173439,
0.0180636,
0.019805,
0.0201607,
0.0232214,
0.0249487,
0.0309253,
0.027129,
0.0295082,
0.0316039,
0.0266144,
0.0249411,
0.0249411,
0.0195419,
0.02455,
0.0177407,
0.0174037,
0.0206721,
0.0176127,
0.0235735,
0.0262947,
0.0266149,
0.0266149,
0.0266149,
0.0218682,
0.0199006,
0.0161231,
0.0161231,
0.0161231,
0.0195031,
0.0131436,
0.018321,
0.018321,
0.0248761,
0.0228179,
0.0227406,
0.023928,
0.026456,
0.0214464,
0.0162509,
0.0189124,
0.0203072,
0.0239808,
0.0196771,
0.0196771,
0.0172052,
0.0226528,
0.0166572,
0.0221864,
0.0291864,
0.0291864,
0.0287938,
0.0303361,
0.0317311,
0.0321003,
0.0321176,
0.0321176,
0.0313443,
0.0313077,
0.0303159,
0.0285784,
0.0272156,
0.0276747,
0.0305297,
0.0331215,
0.0288428,
0.0289287,
0.0278325,
0.0278325,
0.0255027,
0.0243168,
0.0232735,
0.0232735,
0.0226141,
0.0230292,
0.0224491,
0.0246005,
0.0212327,
0.0212327,
0.0228206,
0.0216787,
0.0213619,
0.018921,
0.0192372,
0.0159606,
0.01421,
0.01711,
0.0229832,
0.0261031,
0.0261031,
0.0261031,
0.0274578,
0.0307636,
0.0307636,
0.0317381,
0.0327677,
0.0317306,
0.0346129,
0.0393503,
0.0395342,
0.0447614,
0.0459411,
0.0517307,
0.0568296,
0.0568296,
0.0592344,
0.059993,
0.06114,
0.06114,
0.0639125,
0.0661068,
0.0709697,
0.0709697,
0.0716611,
0.0716611,
0.0716611,
0.0705503,
0.0705503,
0.0705503,
0.0678671,
0.0701775,
0.0648124,
0.0677672,
0.0639071,
0.0639071,
0.0588607,
0.0522524,
0.0502887,
0.0539307,
0.0565676,
0.0560119,
0.0570873,
0.0570873,
0.0542052,
0.0542052,
0.0593307,
0.0643891,
0.0623242,
0.0623242,
0.0623242,
0.0623242,
0.063016,
0.063016,
0.0663928,
0.0698801,
0.0687023,
0.0650709,
0.0617848,
0.0579234,
0.0640346,
0.0606984,
0.058522,
0.0594603,
0.0643655,
0.0655114,
0.0712904,
0.0700295,
0.0665009,
0.0561758,
0.0568249,
0.0549705,
0.0549705,
0.0585926,
0.0585926,
0.0566902,
0.0566902,
0.0566902,
0.0554316,
0.0520985,
0.0520985,
0.0520985,
0.0520985,
0.0497535,
0.0491908,
0.0511398,
0.0463415,
0.0486745,
0.0494209,
0.0471442,
0.0471442,
0.042367,
0.042367,
0.0386117,
0.0407125,
0.0448437,
0.0444722,
0.0456708,
0.0453309,
0.0410909,
0.0357226,
0.0428394,
0.0410325,
0.0446817,
0.0446817,
0.0446817,
0.0439703,
0.046249,
0.0428966,
0.0428966,
0.0435087,
0.0450679,
0.039869,
0.039869,
0.039869,
0.0409428,
0.0418757,
0.0397188,
0.0384428,
0.0380253,
0.0400649,
0.0368616,
0.0369733,
0.0315664,
0.0273431,
0.0321514,
0.025874,
0.0269143,
0.0203634,
0.0245621,
0.0262078,
0.0328088,
0.0343232,
0.0335675,
0.0359786,
0.0353212,
0.0321584,
0.0319927,
0.0432892,
0.0393761,
0.0393761,
0.0339706,
0.0373345,
0.038766,
0.038766,
0.0378958,
0.0378958,
0.0391937,
0.0371701,
0.0371701,
0.0356548,
0.0351013,
0.0315721,
0.0308319,
0.0376892,
0.0393869,
0.0393869,
0.0390747,
0.0390747,
0.0390747,
0.0370207,
0.0355887,
0.0340252,
0.0358203,
0.0358165,
0.0326701,
0.0340691,
0.0331931,
0.0323933,
0.034255,
0.0362744,
0.0312372,
0.0320366,
0.0288929,
0.0288929,
0.0288929,
0.0272743,
0.0272743,
0.0288721,
0.0307762,
0.0307762,
0.0307762,
0.0307268,
0.0269595,
0.0269595,
0.0269595,
0.0238735,
0.0198437,
0.0249749,
0.0325042,
0.0360886,
0.0360769,
0.0360769,
0.0441112,
0.0439354,
0.0439354,
0.0422904,
0.0413692,
0.0420325,
0.0377772,
0.0380858,
0.0391861,
0.0391861,
0.0391861,
0.0439727,
0.0439727,
0.0439727,
0.0453228,
0.0453228,
0.0453228,
0.0453228,
0.0512021,
0.0484888,
0.0482003,
0.0490796,
0.0457884,
0.0457884,
0.0457884,
0.0454291,
0.0488203,
0.0488203,
0.0407886,
0.0456748,
0.0440332,
0.0408447,
0.0408447,
0.0408447,
0.0493975,
0.0493975,
0.0536443,
0.0485834,
0.0485834,
0.0482585,
0.0525271,
0.0538728,
0.0537861,
0.0556707,
0.0508777,
0.0501178,
0.0501178,
0.0489585,
0.0448739,
0.0410698,
0.0348585,
0.0358947,
0.0369699,
0.0350868,
0.0312232,
0.0267408,
0.0268082,
0.0268082,
0.02693,
0.0287524,
0.0336686,
0.0324997,
0.0307904,
0.0318482,
0.0312033,
0.0334501,
0.0261872,
0.0284265,
0.0277843,
0.0277843,
0.0290475,
0.0325986,
0.0410609,
0.0419823,
0.0431166,
0.0431166,
0.0429312,
0.0377931,
0.0352263,
0.0365352,
0.0385478,
0.0401426,
0.0368805,
0.0368805,
0.0368805,
0.04015,
0.0391862,
0.0391862,
0.0417488,
0.0417488,
0.0458248,
0.0410881,
0.0385247,
0.0385247,
0.0374308,
0.0374308,
0.0335662,
0.041516,
0.0431527,
0.0431527,
0.0431527,
0.0432637,
0.0414217,
0.0439866,
0.0356681,
0.0314401,
0.0267009,
0.0249962,
0.0313591,
0.0295721,
0.0267594,
0.0308931,
0.0253596,
0.0289844,
0.0289844,
0.0353243,
0.0353243,
0.0323583,
0.0329485,
0.0334171,
0.0287404,
0.0287404,
0.02367,
0.0221352,
0.0216631,
0.0216631,
0.020387,
0.0269583,
0.0223699,
0.0182983,
0.0210393,
0.0189027,
0.023842,
0.0230224,
0.0212797,
0.0161536,
0.0183265,
0.0183265,
0.0206118,
0.0274694,
0.0246875,
0.0246875,
0.0211587,
0.0211587,
0.0225038,
0.0225038,
0.0241493,
0.0241493,
0.0245075,
0.0250952,
0.0270424,
0.0292997,
0.0342798,
0.0342798,
0.0342798,
0.0378368,
0.0386424,
0.0324795,
0.0336217,
0.0356665,
0.0434485,
0.0418728,
0.0414763,
0.0421055,
0.0458531,
0.0458531,
0.0469366,
0.0464989,
0.048806,
0.0530327,
0.0545869,
0.0582405,
0.0595877,
0.0622229,
0.0620945,
0.065111,
0.0642205,
0.0642205,
0.0606768,
0.0528257,
0.0528257,
0.048628,
0.0527325,
0.0519736,
0.0522945,
0.048263,
0.048263,
0.0470135,
0.0470135,
0.0470135,
0.0496982,
0.0529056,
0.0505852,
0.0505852,
0.0520316,
0.0516385,
0.0519793,
0.0527381,
0.0495024,
0.0495024,
0.0510727,
0.0510727,
0.0503629,
0.0503144,
0.0484798,
0.0480353,
0.0440955,
0.0413078,
0.0395431,
0.0402567,
0.0455372,
0.0440678,
0.044938,
0.044938,
0.0427694,
0.0398871,
0.0383582,
0.0382841,
0.042289,
0.042289,
0.0375444,
0.035624,
0.0382661,
0.0393349,
0.0399026,
0.0436709,
0.0443681,
0.0463744,
0.0447629,
0.0430504,
0.0442342,
0.0442342,
0.0421182,
0.0430047,
0.0400996,
0.0379018,
0.0374915,
0.0363305,
0.0287875,
0.0328924,
0.0276074,
0.0268397,
0.0270548,
0.0228919,
0.0247616,
0.0240391,
0.0280342,
0.0257578,
0.0248348,
0.0230919,
0.0237841,
0.0209275,
0.0209275,
0.0179192,
0.0175681,
0.0145382,
0.0151193,
0.0153664,
0.0160559,
0.0160559,
0.0160559,
0.0209401,
0.0209401,
0.0209401,
0.0209401,
0.0197097,
0.021193,
0.0226504,
0.0222284,
0.0288331,
0.024726,
0.0225081,
0.0254679,
0.0233993,
0.0261578,
0.0272129,
0.0272129,
0.0312709,
0.0312709,
0.0256487,
0.026945,
0.0204452,
0.0232715,
0.0286069,
0.0291828,
0.032239,
0.032239,
0.0318721,
0.0318721,
0.0320327,
0.0320327,
0.0275911,
0.0270153,
0.0270402,
0.0239092,
0.0265217,
0.0265217,
0.0313041,
0.0369798,
0.0366954,
0.0360794,
0.0344084,
0.035706,
0.0383588,
0.0357861,
0.0345161,
0.0292963,
0.0292963,
0.0292963,
0.0292963,
0.0330713,
0.0335687,
0.0335687,
0.0370586,
0.0379687,
0.0379687,
0.035932,
0.0386135,
0.0365905,
0.0366833,
0.0443203,
0.0450101,
0.0491448,
0.0476044,
0.0477916,
0.0477916,
0.0471496,
0.0435981,
0.0448736,
0.0448736,
0.0448736,
0.0442219,
0.0423141,
0.0401964,
0.0401964,
0.0401964,
0.0401964,
0.0401964,
0.0340465,
0.0334515,
0.0406455,
0.0416194,
0.0416194,
0.0416194,
0.0459365,
0.0472755,
0.0472755,
0.0469717,
0.0469717,
0.0481292,
0.0464816,
0.0464816,
0.0479335,
0.0479335,
0.0485692,
0.0485692,
0.0512296,
0.0512296,
0.0525195,
0.05083,
0.05083,
0.0557703,
0.0584218,
0.0574419,
0.0488212,
0.043438,
0.0462506,
0.0436648,
0.0429466,
0.0429466,
0.0495849,
0.0528848,
0.0557384,
0.0534603,
0.0497313,
0.0583141,
0.0600185,
0.0536473,
0.0545507,
0.0478287,
0.0478287,
0.0483688,
0.0483688,
0.0483688,
0.0483917,
0.0499951,
0.0485754,
0.0485385,
0.0601159,
0.0601159,
0.0588915,
0.0587458,
0.0587458,
0.0601511,
0.0625689,
0.0706909,
0.0701365,
0.0707648,
0.0745626,
0.0761657,
0.0733718,
0.0730074,
0.0666864,
0.0676345,
0.0711721,
0.0739508,
0.0752939,
0.0763562,
0.0736461,
0.0771712,
0.0763817,
0.0777623,
0.0777623,
0.0777623,
0.0736337,
0.0751729,
0.0751729,
0.0711042,
0.0757054,
0.077378,
0.0796071,
0.0759698,
0.0748014,
0.072854,
0.0720619,
0.0732558,
0.0750451,
0.0744119,
0.0728117,
0.070635,
0.070635,
0.070635,
0.0735015,
0.0730999,
0.0713972,
0.0662832,
0.0684214,
0.0712698,
0.0712698,
0.0638038,
0.0654272,
0.063479,
0.063479,
0.0616062,
0.0640231,
0.0640231,
0.0635911,
0.068109,
0.0672324,
0.0724191,
0.0791038,
0.0791038,
0.0772752,
0.0807949,
0.0807949,
0.0822157,
0.0846359,
0.0907381,
0.0907381,
0.0907381,
0.0881496,
0.0881496,
0.0918482,
0.0918482,
0.0918482,
0.0918482,
0.092119,
0.0936976,
0.0889522,
0.0889522,
0.0923268,
0.0923268,
0.0863159,
0.0901703,
0.0901769,
0.0940772,
0.0940772,
0.0929582,
0.0894492,
0.0865898,
0.0903364,
0.0925364,
0.0957571,
0.0959716,
0.0955227,
0.0949134,
0.0940572,
0.0906969,
0.0906626,
0.0906025,
0.0893399,
0.0888187,
0.0930579,
0.0930579,
0.0908773,
0.0917307,
0.0853904,
0.0906077,
0.0867531,
0.0854764,
0.0854764,
0.0905737,
0.0870894,
0.0888175,
0.0888175,
0.0860084,
0.0863195,
0.0863195,
0.0863676,
0.0863676,
0.0863676,
0.0809085,
0.0809085,
0.0805456,
0.0802972,
0.0787878,
0.0755765,
0.0755765,
0.0767908,
0.0721258,
0.074202,
0.0683898,
0.0683898,
0.0701379,
0.0701379,
0.0685678,
0.0696793,
0.0696793,
0.0675387,
0.0657931,
0.0657931,
0.0643689,
0.0629246,
0.0669719,
0.0599215,
0.0599215,
0.0625551,
0.0625551,
0.0658669,
0.0655558,
0.0754311,
0.0754311,
0.075257,
0.075257,
0.0825615,
0.0828896,
0.0828896,
0.0749359,
0.0775602,
0.0823766,
0.083839,
0.0824996,
0.0810154,
0.0810154,
0.0848253,
0.0872037,
0.0850362,
0.0850362,
0.0852826,
0.0863168,
0.0913587,
0.0936197,
0.0968149,
0.0978797,
0.101063,
0.0991778,
0.0966136,
0.0980497,
0.0980497,
0.0972248,
0.0966383,
0.101986,
0.101267,
0.0996192,
0.0996192,
0.0979493,
0.0979493,
0.0979493,
0.0955185,
0.10073,
0.102659,
0.101619,
0.102426,
0.102967,
0.101533,
0.106949,
0.106783,
0.110272,
0.108168,
0.108635,
0.114435,
0.114435,
0.114435,
0.113899,
0.112799,
0.119341,
0.123891,
0.117745,
0.119581,
0.119999,
0.11742,
0.115989,
0.115989,
0.115604,
0.116879,
0.116148,
0.116148,
0.107615,
0.105922,
0.102669,
0.106709,
0.100818,
0.103783,
0.104318,
0.104318,
0.10486,
0.103328,
0.109916,
0.112909,
0.1134,
0.111464,
0.111464,
0.111495,
0.113355,
0.112842,
0.112842,
0.112312,
0.112006,
0.114954,
0.114129,
0.114129,
0.109556,
0.10601,
0.10601,
0.10601,
0.107888,
0.107914,
0.107914,
0.100237,
0.103028,
0.103028,
0.10861,
0.10081,
0.100061,
0.0974549,
0.0991863,
0.0987051,
0.102301,
0.0987171,
0.0931893,
0.0959516,
0.0974827,
0.0935238,
0.0913351,
0.0913129,
0.091607,
0.0871959,
0.0902645,
0.0902645,
0.0860393,
0.0884066,
0.0853443,
0.090201,
0.0904652,
0.0939817,
0.0920583,
0.0835755,
0.0861866,
0.0903248,
0.0876471,
0.0823504,
0.082573,
0.082573,
0.082573,
0.0824515,
0.0824515,
0.0820206,
0.0811586,
0.0790325,
0.0790325,
0.0790325,
0.0762578,
0.0772017,
0.0745463,
0.0704969,
0.0715007,
0.0713143,
0.0707927,
0.0716403,
0.0763555,
