mag
-0.0832772,
-0.0829188,
-0.0834842,
-0.0832954,
-0.0833097,
-0.0830916,
-0.0837157,
-0.0837157,
-0.0836225,
-0.0833327,
-0.0836512,
-0.0827837,
-0.0827445,
-0.0827445,
-0.0834618,
-0.0831375,
-0.0824748,
-0.0811048,
-0.0812538,
-0.0809591,
-0.080863,
-0.0812038,
-0.0812297,
-0.0806561,
-0.0800886,
-0.0804617,
-0.0804544,
-0.0807105,
-0.0812961,
-0.0813661,
-0.0818818,
-0.0812631,
-0.0814742,
-0.0825312,
-0.0826054,
-0.0825848,
-0.0823252,
-0.0827017,
-0.0823258,
-0.0821441,
-0.0826883,
-0.0829258,
-0.0834485,
-0.0820396,
-0.0820383,
-0.0818733,
-0.0815327,
-0.0805129,
-0.0809229,
-0.0815609,
-0.0816502,
-0.0813846,
-0.0813846,
-0.0818632,
-0.0811424,
-0.0812782,
-0.081882,
-0.081871,
-0.0822649,
-0.0825449,
-0.0825718,
-0.0816117,
-0.0808072,
-0.0807088,
-0.0813378,
-0.0809491,
-0.0813261,
-0.0809166,
-0.080969,
-0.0814536,
-0.0804224,
-0.0800279,
-0.0796771,
-0.0795406,
-0.079575,
-0.0793689,
-0.0797239,
-0.0797684,
-0.0801163,
-0.08065,
-0.0811301,
-0.0811216,
-0.082024,
-0.0816376,
-0.0819982,
-0.0823083,
-0.0825896,
-0.0825896,
-0.0831294,
-0.0831558,
-0.0832022,
-0.0831289,
-0.0834569,
-0.0834569,
-0.0825744,
-0.0830058,
-0.0831155,
-0.0837372,
-0.0837372,
-0.0829807,
-0.0822878,
-0.0829089,
-0.0828029,
-0.0824769,
-0.0828212,
-0.0827722,
-0.0837412,
-0.0836138,
-0.0839879,
-0.0839879,
-0.0850447,
-0.0849568,
-0.0854212,
-0.0856679,
-0.0852032,
-0.0855224,
-0.0852354,
-0.0855201,
-0.0849528,
-0.0857027,
-0.0855078,
-0.085626,
-0.0856482,
-0.0853405,
-0.0855816,
-0.0854588,
-0.0860436,
-0.0853018,
-0.0848827,
-0.0856118,
-0.0860712,
-0.0865859,
-0.0868489,
-0.0861195,
-0.0859198,
-0.0867126,
-0.0870901,
-0.0864396,
-0.0872961,
-0.0868294,
-0.085707,
-0.085707,
-0.0861056,
-0.0854067,
-0.0851605,
-0.0851747,
-0.0856174,
-0.0853691,
-0.0863122,
-0.0867849,
-0.0861017,
-0.0854973,
-0.0855153,
-0.0853926,
-0.0856101,
-0.0856101,
-0.0846598,
-0.0849819,
-0.0844872,
-0.084485,
-0.0857112,
-0.0849834,
-0.0845926,
-0.0853233,
-0.0856065,
-0.0856065,
-0.0857778,
-0.0861107,
-0.0859165,
-0.0851777,
-0.0848892,
-0.0847788,
-0.0840448,
-0.0841745,
-0.0834615,
-0.0831312,
-0.083055,
-0.0839735,
-0.0840071,
-0.084197,
-0.0837591,
-0.0832183,
-0.0832183,
-0.0838156,
-0.0835292,
-0.0837016,
-0.0845744,
-0.0853953,
-0.0847328,
-0.0840734,
-0.0841811,
-0.0841811,
-0.0840952,
-0.0837024,
-0.0840173,
-0.084515,
-0.0839635,
-0.0834033,
-0.0833497,
-0.0831439,
-0.0831439,
-0.0835042,
-0.083439,
-0.0829606,
-0.0829606,
-0.0827413,
-0.0833888,
-0.0831259,
-0.0828448,
-0.0829564,
-0.0828889,
-0.0834141,
-0.0830984,
-0.0841297,
-0.083657,
-0.0836841,
-0.08309,
-0.0830042,
-0.0832964,
-0.0832964,
-0.0832964,
-0.0835685,
-0.0833332,
-0.0831518,
-0.0825903,
-0.0837002,
-0.0832139,
-0.0828209,
-0.0832333,
-0.0832333,
-0.0833969,
-0.083015,
-0.0836663,
-0.0840422,
-0.0836428,
-0.0829739,
-0.0830071,
-0.0828859,
-0.083865,
-0.0835404,
-0.0828087,
-0.0823072,
-0.0823841,
-0.0821243,
-0.0820378,
-0.0821448,
-0.082398,
-0.0815242,
-0.0815242,
-0.0818467,
-0.0818935,
-0.0821829,
-0.0826302,
-0.0826904,
-0.0828289,
-0.0829675,
-0.0820077,
-0.0831586,
-0.0832561,
-0.0835496,
-0.0839576,
-0.0845777,
-0.0843206,
-0.0842548,
-0.0851221,
-0.0855066,
-0.0858394,
-0.0858046,
-0.0853824,
-0.0859806,
-0.0853729,
-0.085763,
-0.085763,
-0.0861044,
-0.0861737,
-0.0866036,
-0.0852286,
-0.084847,
-0.0855508,
-0.085739,
-0.0859299,
-0.0864453,
-0.0864453,
-0.0865138,
-0.0873068,
-0.0869771,
-0.0867238,
-0.0868702,
-0.0864753,
-0.0868335,
-0.0868335,
-0.086479,
-0.086714,
-0.0858663,
-0.086036,
-0.0856721,
-0.0848294,
-0.0831961,
-0.0831961,
-0.0828908,
-0.0822534,
-0.0816706,
-0.0823456,
-0.0817793,
-0.0802198,
-0.080709,
-0.080422,
-0.080422,
-0.0817051,
-0.0815703,
-0.081376,
-0.0809088,
-0.0797878,
-0.080424,
-0.0798437,
-0.0793028,
-0.0805216,
-0.0804182,
-0.0800477,
-0.0791071,
-0.0790525,
-0.0793798,
-0.0793356,
-0.0798701,
-0.0800567,
-0.0786003,
-0.0782495,
-0.0776366,
-0.0784051,
-0.078118,
-0.0783256,
-0.0780367,
-0.0772826,
-0.0774175,
-0.0775371,
-0.0776529,
-0.0773753,
-0.0785729,
-0.0785818,
-0.0783755,
-0.0779011,
-0.0778174,
-0.0783741,
-0.077575,
-0.0776328,
-0.0770327,
-0.0773211,
-0.0766797,
-0.077075,
-0.0769629,
-0.076688,
-0.0767487,
-0.0764963,
-0.0758143,
-0.0753762,
-0.0751731,
-0.0748154,
-0.0750842,
-0.0756186,
-0.0760506,
-0.0756028,
-0.0752669,
-0.0762354,
-0.0762165,
-0.0772191,
-0.0781083,
-0.0785703,
-0.0784499,
-0.0783587,
-0.0779325,
-0.0784525,
-0.078442,
-0.0790829,
-0.0796961,
-0.0796924,
-0.0796825,
-0.0798212,
-0.0796598,
-0.0799853,
-0.0806924,
-0.0812354,
-0.0807273,
-0.0814192,
-0.0809429,
-0.0810761,
-0.0807334,
-0.0808373,
-0.0812889,
-0.0816885,
-0.0823238,
-0.0825,
-0.0822961,
-0.082501,
-0.0824485,
-0.0824485,
-0.0829664,
-0.0827892,
-0.0830137,
-0.0830137,
-0.0830621,
-0.0822066,
-0.0820575,
-0.0820703,
-0.0825698,
-0.0827686,
-0.0829275,
-0.0832503,
-0.0834997,
-0.0840501,
-0.0846804,
-0.0845089,
-0.0845664,
-0.0848529,
-0.083923,
-0.0834576,
-0.0833388,
-0.0838781,
-0.0835556,
-0.0831227,
-0.084113,
-0.0843291,
-0.084387,
-0.0842262,
-0.083491,
-0.0839987,
-0.0838487,
-0.08409,
-0.0843373,
-0.0841761,
-0.0850541,
-0.0851446,
-0.0854474,
-0.0850472,
-0.0849929,
-0.085201,
-0.0854128,
-0.0850836,
-0.0858854,
-0.0860915,
-0.0859945,
-0.0862545,
-0.0865272,
-0.0862257,
-0.0862143,
-0.0865928,
-0.0865876,
-0.0870963,
-0.0870963,
-0.0870963,
-0.0863997,
-0.0864327,
-0.0866947,
-0.0866947,
-0.086081,
-0.0858807,
-0.0860915,
-0.0865811,
-0.0867495,
-0.0874025,
-0.0876189,
-0.0886086,
-0.0882376,
-0.0884336,
-0.0890467,
-0.0886683,
-0.0882268,
-0.0878476,
-0.0878233,
-0.0881875,
-0.089285,
-0.089285,
-0.089185,
-0.0896925,
-0.0899722,
-0.0894104,
-0.0892265,
-0.0893997,
-0.0893343,
-0.0898355,
-0.0899331,
-0.0900071,
-0.0903854,
-0.0900763,
-0.090349,
-0.089702,
-0.0900317,
-0.0899784,
-0.0900443,
-0.0893204,
-0.0891853,
-0.0891853,
-0.0881655,
-0.0890513,
-0.08856,
-0.0886312,
-0.0881163,
-0.0880501,
-0.0877271,
-0.0889331,
-0.0889331,
-0.0885935,
-0.0889252,
-0.0885648,
-0.0885062,
-0.0890131,
-0.0895938,
-0.0902515,
-0.0898315,
-0.0896694,
-0.0895023,
-0.0894011,
-0.0894935,
-0.089278,
-0.0886756,
-0.0883689,
-0.0880473,
-0.0877584,
-0.0869863,
-0.0871847,
-0.0876026,
-0.0876026,
-0.0876467,
-0.0871542,
-0.0873285,
-0.0870976,
-0.0874327,
-0.0874855,
-0.087618,
-0.0881032,
-0.0873532,
-0.087253,
-0.0872287,
-0.0872287,
-0.0872287,
-0.0871692,
-0.0872484,
-0.0870819,
-0.0879433,
-0.0888547,
-0.0890474,
-0.088893,
-0.0889148,
-0.0890155,
-0.0887552,
-0.0898839,
-0.0906429,
-0.0908366,
-0.0904806,
-0.0908577,
-0.091188,
-0.0911651,
-0.0918768,
-0.0918768,
-0.0922393,
-0.0925384,
-0.0925384,
-0.0926341,
-0.0932646,
-0.0931319,
-0.0924152,
-0.092759,
-0.0930017,
-0.0935026,
-0.093768,
-0.0941877,
-0.0946867,
-0.0946495,
-0.0946344,
-0.0953371,
-0.0956832,
-0.0960484,
-0.0965096,
-0.0963189,
-0.096073,
-0.0968747,
-0.0972111,
-0.0975519,
-0.097439,
-0.097026,
-0.0966712,
-0.0967848,
-0.0962303,
-0.0961527,
-0.0961535,
-0.0963129,
-0.0964909,
-0.0963119,
-0.0957098,
-0.095791,
-0.0948457,
-0.0949487,
-0.0949487,
-0.0947322,
-0.094581,
-0.0953434,
-0.0954891,
-0.095082,
-0.0953787,
-0.0956729,
-0.0958414,
-0.0956431,
-0.0951423,
-0.095072,
-0.095072,
-0.0954081,
-0.0950755,
-0.0945957,
-0.0943496,
-0.0942582,
-0.0942582,
-0.0949182,
-0.0938192,
-0.0929153,
-0.0932799,
-0.0930945,
-0.0926009,
-0.0926473,
-0.0921355,
-0.0921846,
-0.0929044,
-0.0920922,
-0.0920995,
-0.091488,
-0.0913905,
-0.0910793,
-0.0910793,
-0.0910208,
-0.0907709,
-0.0907709,
-0.0903715,
-0.0907461,
-0.0906276,
-0.0913029,
-0.0913208,
-0.0915913,
-0.0916708,
-0.0916025,
-0.0916025,
-0.090635,
-0.0905663,
-0.0913946,
-0.0907211,
-0.0912944,
-0.090649,
-0.0907091,
-0.0897475,
-0.0896876,
-0.0893659,
-0.0893659,
-0.0889598,
-0.087811,
-0.0880719,
-0.0887711,
-0.0884006,
-0.0880577,
-0.0887203,
-0.0885548,
-0.0878627,
-0.0877837,
-0.0877631,
-0.0868825,
-0.0863708,
-0.0866751,
-0.0866236,
-0.0868121,
-0.0872416,
-0.0867454,
-0.0876776,
-0.0880057,
-0.0885078,
-0.0890936,
-0.0891611,
-0.0899267,
-0.0899719,
-0.0901485,
-0.0909938,
-0.0905111,
-0.0911179,
-0.0921461,
-0.0927761,
-0.0918693,
-0.0924296,
-0.092634,
-0.0931272,
-0.0935342,
-0.0938566,
